direction,database,pathway,nominal_sig,FDR_sig,classification
B_higher,GO_BP,leukocyte degranulation,TRUE,TRUE,Concordant
B_higher,GO_BP,leukocyte mediated cytotoxicity,FALSE,TRUE,FDR-only
B_higher,GO_BP,leukocyte mediated immunity,TRUE,TRUE,Concordant
B_higher,GO_BP,leukocyte migration,TRUE,TRUE,Concordant
B_higher,GO_BP,leukocyte migration involved in inflammatory response,TRUE,TRUE,Concordant
B_higher,GO_BP,leukocyte proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,lipid catabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,lipid export from cell,TRUE,TRUE,Concordant
B_higher,GO_BP,lipid homeostasis,TRUE,TRUE,Concordant
B_higher,GO_BP,lipid localization,TRUE,TRUE,Concordant
B_higher,GO_BP,lipid storage,TRUE,TRUE,Concordant
B_higher,GO_BP,lipid transport,TRUE,TRUE,Concordant
B_higher,GO_BP,lipopolysaccharide-mediated signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,lipoprotein metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,liver development,TRUE,TRUE,Concordant
B_higher,GO_BP,long-chain fatty acid metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,long-chain fatty acid transport,TRUE,TRUE,Concordant
B_higher,GO_BP,low-density lipoprotein particle clearance,TRUE,TRUE,Concordant
B_higher,GO_BP,low-density lipoprotein particle remodeling,TRUE,TRUE,Concordant
B_higher,GO_BP,lymphocyte activation involved in immune response,TRUE,TRUE,Concordant
B_higher,GO_BP,lymphocyte apoptotic process,TRUE,TRUE,Concordant
B_higher,GO_BP,lymphocyte chemotaxis,TRUE,TRUE,Concordant
B_higher,GO_BP,lymphocyte costimulation,TRUE,TRUE,Concordant
B_higher,GO_BP,lymphocyte differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,lymphocyte mediated immunity,TRUE,TRUE,Concordant
B_higher,GO_BP,lymphocyte migration,TRUE,TRUE,Concordant
B_higher,GO_BP,lymphocyte proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,macrophage activation,TRUE,TRUE,Concordant
B_higher,GO_BP,macrophage derived foam cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,maintenance of gastrointestinal epithelium,TRUE,TRUE,Concordant
B_higher,GO_BP,mammary gland development,TRUE,TRUE,Concordant
B_higher,GO_BP,mammary gland duct morphogenesis,TRUE,TRUE,Concordant
B_higher,GO_BP,mammary gland epithelial cell proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,mammary gland epithelium development,TRUE,TRUE,Concordant
B_higher,GO_BP,meiosis I,TRUE,TRUE,Concordant
B_higher,GO_BP,meiosis I cell cycle process,TRUE,TRUE,Concordant
B_higher,GO_BP,meiotic cell cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,meiotic cell cycle phase transition,TRUE,TRUE,Concordant
B_higher,GO_BP,meiotic cell cycle process,TRUE,TRUE,Concordant
B_higher,GO_BP,meiotic chromosome segregation,TRUE,TRUE,Concordant
B_higher,GO_BP,meiotic nuclear division,TRUE,TRUE,Concordant
B_higher,GO_BP,meiotic spindle assembly,TRUE,TRUE,Concordant
B_higher,GO_BP,meiotic spindle organization,TRUE,TRUE,Concordant
B_higher,GO_BP,membraneless organelle assembly,TRUE,TRUE,Concordant
B_higher,GO_BP,metaphase chromosome alignment,TRUE,TRUE,Concordant
B_higher,GO_BP,metaphase/anaphase transition of cell cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,metaphase/anaphase transition of mitotic cell cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,microglial cell activation,TRUE,TRUE,Concordant
B_higher,GO_BP,microtubule cytoskeleton organization involved in mitosis,TRUE,TRUE,Concordant
B_higher,GO_BP,microvillus organization,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic DNA integrity checkpoint signaling,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic DNA replication,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic DNA replication checkpoint signaling,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic G2/M transition checkpoint,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic cell cycle checkpoint signaling,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic cell cycle phase transition,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic cytokinesis,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic metaphase chromosome alignment,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic nuclear division,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic sister chromatid segregation,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic sister chromatid separation,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic spindle assembly,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic spindle assembly checkpoint signaling,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic spindle checkpoint signaling,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic spindle elongation,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic spindle midzone assembly,TRUE,TRUE,Concordant
B_higher,GO_BP,mitotic spindle organization,TRUE,TRUE,Concordant
B_higher,GO_BP,molting cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,molting cycle process,TRUE,TRUE,Concordant
B_higher,GO_BP,monoacylglycerol metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,monocarboxylic acid biosynthetic process,TRUE,TRUE,Concordant
B_higher,GO_BP,monocarboxylic acid catabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,monocarboxylic acid transport,TRUE,TRUE,Concordant
B_higher,GO_BP,monocyte chemotaxis,TRUE,TRUE,Concordant
B_higher,GO_BP,mononuclear cell migration,TRUE,TRUE,Concordant
B_higher,GO_BP,mononuclear cell proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,morphogenesis of a branching epithelium,TRUE,TRUE,Concordant
B_higher,GO_BP,morphogenesis of a branching structure,TRUE,TRUE,Concordant
B_higher,GO_BP,mucosal immune response,TRUE,TRUE,Concordant
B_higher,GO_BP,multi-multicellular organism process,TRUE,TRUE,Concordant
B_higher,GO_BP,multi-organism reproductive process,TRUE,TRUE,Concordant
B_higher,GO_BP,myeloid cell activation involved in immune response,TRUE,TRUE,Concordant
B_higher,GO_BP,myeloid cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,myeloid cell homeostasis,TRUE,TRUE,Concordant
B_higher,GO_BP,myeloid dendritic cell activation,TRUE,FALSE,Nominal-only
B_higher,GO_BP,myeloid dendritic cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,myeloid leukocyte activation,TRUE,TRUE,Concordant
B_higher,GO_BP,myeloid leukocyte differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,myeloid leukocyte mediated immunity,TRUE,TRUE,Concordant
B_higher,GO_BP,myeloid leukocyte migration,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of T cell activation,FALSE,TRUE,FDR-only
B_higher,GO_BP,negative regulation of cell activation,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of cell adhesion,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of cell cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of cell cycle phase transition,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of cell cycle process,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of cell-cell adhesion,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of chromosome organization,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of chromosome segregation,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of chromosome separation,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of coagulation,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of cytokine production involved in inflammatory response,TRUE,FALSE,Nominal-only
B_higher,GO_BP,negative regulation of cytokine-mediated signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of defense response,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of digestive system process,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of epidermal cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of epidermis development,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of epithelial cell differentiation,TRUE,FALSE,Nominal-only
B_higher,GO_BP,negative regulation of hemopoiesis,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of homotypic cell-cell adhesion,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of immune effector process,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of immune response,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of inflammatory response,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of leukocyte activation,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of leukocyte cell-cell adhesion,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of leukocyte differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of lipid catabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of lymphocyte activation,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of meiotic cell cycle,FALSE,TRUE,FDR-only
B_higher,GO_BP,negative regulation of meiotic nuclear division,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of metaphase/anaphase transition of cell cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of mitotic cell cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of mitotic cell cycle phase transition,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of mitotic metaphase/anaphase transition,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of mitotic nuclear division,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of mitotic sister chromatid segregation,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of mitotic sister chromatid separation,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of nuclear division,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of organelle organization,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of phosphorylation,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of protein phosphorylation,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of response to biotic stimulus,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of response to cytokine stimulus,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of response to external stimulus,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of response to wounding,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of sister chromatid segregation,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of toll-like receptor 4 signaling pathway,FALSE,TRUE,FDR-only
B_higher,GO_BP,negative regulation of type I interferon-mediated signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of viral genome replication,TRUE,TRUE,Concordant
B_higher,GO_BP,negative regulation of viral process,TRUE,TRUE,Concordant
B_higher,GO_BP,neuroinflammatory response,TRUE,TRUE,Concordant
B_higher,GO_BP,neutral amino acid transport,TRUE,TRUE,Concordant
B_higher,GO_BP,neutral lipid biosynthetic process,TRUE,TRUE,Concordant
B_higher,GO_BP,neutral lipid catabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,neutral lipid metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,neutrophil activation,TRUE,TRUE,Concordant
B_higher,GO_BP,neutrophil chemotaxis,TRUE,TRUE,Concordant
B_higher,GO_BP,neutrophil migration,TRUE,TRUE,Concordant
B_higher,GO_BP,nitrogen cycle metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,non-canonical NF-kappaB signal transduction,TRUE,TRUE,Concordant
B_higher,GO_BP,nuclear DNA replication,TRUE,TRUE,Concordant
B_higher,GO_BP,nuclear chromosome segregation,TRUE,TRUE,Concordant
B_higher,GO_BP,nuclear division,TRUE,TRUE,Concordant
B_higher,GO_BP,nucleobase transport,TRUE,TRUE,Concordant
B_higher,GO_BP,nutrient storage,TRUE,TRUE,Concordant
B_higher,GO_BP,olefinic compound metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,oocyte maturation,FALSE,TRUE,FDR-only
B_higher,GO_BP,organ or tissue specific immune response,TRUE,TRUE,Concordant
B_higher,GO_BP,organic acid biosynthetic process,TRUE,TRUE,Concordant
B_higher,GO_BP,organic acid catabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,organic acid transmembrane transport,TRUE,TRUE,Concordant
B_higher,GO_BP,organic acid transport,TRUE,TRUE,Concordant
B_higher,GO_BP,organic anion transport,TRUE,TRUE,Concordant
B_higher,GO_BP,organic cation transport,TRUE,TRUE,Concordant
B_higher,GO_BP,organic hydroxy compound transport,TRUE,TRUE,Concordant
B_higher,GO_BP,organophosphate catabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,pattern recognition receptor signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,peptide hormone processing,TRUE,TRUE,Concordant
B_higher,GO_BP,peptide hormone secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,peptide secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,peptide transport,TRUE,TRUE,Concordant
B_higher,GO_BP,peptidyl-tyrosine modification,TRUE,TRUE,Concordant
B_higher,GO_BP,peptidyl-tyrosine phosphorylation,TRUE,TRUE,Concordant
B_higher,GO_BP,phagocytosis,TRUE,TRUE,Concordant
B_higher,GO_BP,phosphatidic acid metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,phosphatidylcholine catabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,phosphatidylcholine metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,phosphatidylglycerol metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,phospholipase C-activating G protein-coupled receptor signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,phospholipid catabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,phospholipid transport,TRUE,TRUE,Concordant
B_higher,GO_BP,placenta development,TRUE,TRUE,Concordant
B_higher,GO_BP,plasma lipoprotein particle assembly,TRUE,TRUE,Concordant
B_higher,GO_BP,plasma lipoprotein particle clearance,TRUE,TRUE,Concordant
B_higher,GO_BP,plasma lipoprotein particle organization,TRUE,TRUE,Concordant
B_higher,GO_BP,plasma lipoprotein particle remodeling,TRUE,TRUE,Concordant
B_higher,GO_BP,plasminogen activation,TRUE,TRUE,Concordant
B_higher,GO_BP,platelet activation,TRUE,TRUE,Concordant
B_higher,GO_BP,podosome assembly,FALSE,TRUE,FDR-only
B_higher,GO_BP,polyol biosynthetic process,TRUE,TRUE,Concordant
B_higher,GO_BP,polyol metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of B cell activation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of B cell proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,"positive regulation of CD4-positive, alpha-beta T cell activation",TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of ERK1 and ERK2 cascade,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of G2/M transition of mitotic cell cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of MAPK cascade,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of T cell activation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of T cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of T cell proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of actin filament depolymerization,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of acute inflammatory response,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of alpha-beta T cell activation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of antigen processing and presentation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of astrocyte differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of attachment of spindle microtubules to kinetochore,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of canonical NF-kappaB signal transduction,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of catalytic activity,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of cell activation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of cell cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of cell cycle G2/M phase transition,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of cell cycle checkpoint,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of cell cycle phase transition,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of cell cycle process,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of cell development,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of cell division,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of cell-cell adhesion,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of chemokine production,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of chemotaxis,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of chromosome segregation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of chromosome separation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of cytokine-mediated signaling pathway,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of cytokinesis,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of cytoskeleton organization,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of cytosolic calcium ion concentration,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of defense response to bacterium,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of fatty acid biosynthetic process,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of fatty acid transport,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of fibroblast proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of gamma-delta T cell activation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of glial cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of gliogenesis,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of hair follicle development,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of hemopoiesis,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of hormone secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of icosanoid secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of immune effector process,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of inflammatory response,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of innate immune response,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of insulin secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of interleukin-1 beta production,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of interleukin-1 production,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of interleukin-10 production,TRUE,FALSE,Nominal-only
B_higher,GO_BP,positive regulation of interleukin-17 production,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of interleukin-6 production,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of interleukin-8 production,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of keratinocyte proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of kinase activity,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of leukocyte activation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of leukocyte cell-cell adhesion,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of leukocyte chemotaxis,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of leukocyte differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of leukocyte migration,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of leukocyte proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of lipid biosynthetic process,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of lipid localization,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of lipid transport,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of lymphocyte activation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of lymphocyte differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of lymphocyte proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of macrophage derived foam cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of meiotic cell cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of membrane invagination,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of metaphase/anaphase transition of cell cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of mitotic cell cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of mitotic cell cycle phase transition,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of mitotic cell cycle spindle assembly checkpoint,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of mitotic cytokinesis,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of mitotic metaphase/anaphase transition,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of mitotic nuclear division,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of mitotic sister chromatid separation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of monoatomic ion transport,FALSE,TRUE,FDR-only
B_higher,GO_BP,positive regulation of mononuclear cell migration,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of mononuclear cell proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of myeloid cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of myeloid leukocyte differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of neuroinflammatory response,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of non-canonical NF-kappaB signal transduction,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of nuclear division,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of organic acid transport,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of peptide hormone secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of peptide secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of phagocytosis,TRUE,TRUE,Concordant
B_higher,GO_BP,"positive regulation of phagocytosis, engulfment",TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of phosphate metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of phosphorus metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of phosphorylation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of platelet activation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of production of molecular mediator of immune response,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of protein depolymerization,FALSE,TRUE,FDR-only
B_higher,GO_BP,positive regulation of protein kinase activity,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of protein localization,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of protein localization to cell periphery,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of protein localization to membrane,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of protein phosphorylation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of protein secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of protein transport,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of protein-containing complex assembly,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of response to biotic stimulus,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of response to wounding,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of secretion by cell,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of smooth muscle cell proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of spindle checkpoint,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of transferase activity,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of tumor necrosis factor production,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of tumor necrosis factor superfamily cytokine production,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of type 2 immune response,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of type I interferon production,TRUE,TRUE,Concordant
B_higher,GO_BP,positive regulation of wound healing,TRUE,TRUE,Concordant
B_higher,GO_BP,primary alcohol metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,production of molecular mediator involved in inflammatory response,TRUE,TRUE,Concordant
B_higher,GO_BP,production of molecular mediator of immune response,TRUE,TRUE,Concordant
B_higher,GO_BP,protein localization to extracellular region,TRUE,TRUE,Concordant
B_higher,GO_BP,protein processing,TRUE,TRUE,Concordant
B_higher,GO_BP,protein secretion,TRUE,TRUE,Concordant
B_higher,GO_BP,protein-containing complex remodeling,TRUE,TRUE,Concordant
B_higher,GO_BP,protein-lipid complex assembly,TRUE,TRUE,Concordant
B_higher,GO_BP,protein-lipid complex organization,TRUE,TRUE,Concordant
B_higher,GO_BP,protein-lipid complex remodeling,TRUE,TRUE,Concordant
B_higher,GO_BP,proteinogenic amino acid metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,purine nucleobase transport,TRUE,TRUE,Concordant
B_higher,GO_BP,pyroptotic inflammatory response,TRUE,TRUE,Concordant
B_higher,GO_BP,reactive oxygen species metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,recombinational repair,TRUE,TRUE,Concordant
B_higher,GO_BP,regeneration,FALSE,TRUE,FDR-only
B_higher,GO_BP,regulation of B cell activation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of B cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of B cell proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,"regulation of CD4-positive, alpha-beta T cell activation",TRUE,TRUE,Concordant
B_higher,GO_BP,"regulation of CD4-positive, alpha-beta T cell differentiation",TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of DNA replication,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of ERK1 and ERK2 cascade,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of G2/M transition of mitotic cell cycle,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of T cell activation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of T cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of T cell proliferation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of T-helper 2 cell differentiation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of T-helper cell differentiation,TRUE,FALSE,Nominal-only
B_higher,GO_BP,regulation of acute inflammatory response,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of adaptive immune response,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of alpha-beta T cell activation,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of amino acid import across plasma membrane,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of amino acid metabolic process,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of amino acid transmembrane transport,TRUE,TRUE,Concordant
B_higher,GO_BP,regulation of amyloid-beta clearance,FALSE,TRUE,FDR-only
B_higher,GO_BP,regulation of angiotensin levels in blood,TRUE,TRUE,Concordant
